DATE_DAY,CAMP_SITE,TALKSCORE_CEFR,TALKSCORE_VOCAB,TALKSCORE_FLUENCY,TALKSCORE_GRAMMAR,TALKSCORE_COMPREHENSION,TALKSCORE_PRONUNCIATION,TALKSCORE_OVERALL,TEST_COMPLETED,TEST_UNCOMPLETED,FOR_TS_REVIEW,NEW_SOURCE
2025-01-18,Iqor Bacolod,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Messenger
2025-01-19,Iqor Bacolod,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Messenger
2025-01-08,Iqor Fairview,B1+,7.30,7.20,7.70,0.00,7.10,7.30,1,0,0,Engagehr Employee Referral
2025-01-19,Iqor Bacolod,B2,7.10,7.50,7.60,0.00,8.10,7.60,1,0,0,Lead-Ad Facebook
2025-02-10,Iqor Fairview,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Engagehr Employee Referral
2025-02-10,Iqor Davao,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Lead-Ad Facebook
2024-12-03,Iqor Bacolod,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Lead-Ad Facebook
2024-12-03,Iqor Davao,B2,6.90,7.30,7.80,0.00,7.50,7.40,1,0,0,Walkin
2024-12-10,Iqor Bacolod,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Engagehr Employee Referral
2024-12-10,Iqor Bacolod,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Engagehr Employee Referral
2024-12-10,Iqor Bacolod,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Engagehr Employee Referral
2024-12-10,Iqor Bacolod,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Engagehr Employee Referral
2024-12-03,Iqor Bacolod,B2+,8.30,8.20,8.60,0.00,8.30,8.40,1,0,0,Messenger
2025-01-19,Iqor Bacolod,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Lead-Ad Facebook
2025-01-19,Iqor Bacolod,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Lead-Ad Facebook
2025-01-19,Iqor Bacolod,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Lead-Ad Facebook
2024-12-17,Iqor Fairview,B2,6.50,8.10,6.80,0.00,8.50,7.50,1,0,0,Landing Page
2025-01-19,Iqor Fairview,B1+,6.50,6.70,7.20,0.00,7.20,6.90,1,0,0,Messenger
2025-01-19,Iqor Davao,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Engagehr Employee Referral
2024-12-10,Iqor Bacolod,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Engagehr Employee Referral
2024-12-10,Iqor Bacolod,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Lead-Ad Facebook
2024-12-10,Iqor Fairview,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Landing Page
2024-12-10,Iqor Fairview,B1+,5.90,6.90,7.50,0.00,7.40,6.90,1,0,0,Walkin
2024-12-10,Iqor Fairview,B1,6.20,6.00,8.10,0.00,5.60,6.50,1,0,0,Lead-Ad Facebook
2024-12-10,Unknown,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,
2024-12-10,Iqor Davao,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Messenger
2024-12-10,Iqor Davao,A0,0.00,0.00,0.00,0.00,0.00,0.00,1,0,0,Messenger
2024-12-10,Unknown,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,
2024-12-10,Unknown,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,
2024-12-09,Iqor Fairview,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Engagehr Employee Referral
2024-12-09,Iqor Fairview,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Messenger
2024-12-10,Iqor Fairview,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Others
2024-12-10,Iqor Fairview,C1,8.40,9.20,8.10,0.00,9.40,8.80,1,0,0,Lead-Ad Facebook
2024-12-10,Iqor Fairview,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Engagehr Employee Referral
2024-12-10,Iqor Fairview,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Lead-Ad Facebook
2024-12-10,Iqor Fairview,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Others
2024-12-10,Iqor Fairview,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Engagehr Employee Referral
2024-12-10,Iqor Fairview,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Lead-Ad Facebook
2024-12-10,Iqor Fairview,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,
2024-12-10,Iqor Fairview,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Lead-Ad Facebook
2024-12-10,Iqor Fairview,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Lead-Ad Facebook
2024-12-10,Iqor Fairview,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Lead-Ad Facebook
2024-12-10,Iqor Fairview,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Engagehr Employee Referral
2024-12-10,Iqor Fairview,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Lead-Ad Facebook
2024-12-10,Iqor Fairview,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Lead-Ad Facebook
2024-12-10,Iqor Fairview,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Lead-Ad Facebook
2024-12-09,Iqor Fairview,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Lead-Ad Facebook
2024-12-09,Iqor Fairview,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Lead-Ad Facebook
2024-12-10,Iqor Fairview,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Lead-Ad Facebook
2024-12-10,Iqor Bacolod,B1+,6.90,7.60,6.80,0.00,7.90,7.30,1,0,0,Lead-Ad Facebook
2024-12-10,Iqor Davao,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Messenger
2024-12-13,Iqor Bacolod,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Lead-Ad Facebook
2024-12-12,Iqor Fairview,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Engagehr Employee Referral
2024-12-10,Iqor Fairview,B2,7.00,7.90,7.60,0.00,8.40,7.70,1,0,0,Lead-Ad Facebook
2024-12-10,Iqor Bacolod,B1+,6.10,6.80,8.40,0.00,7.00,7.10,1,0,0,
2024-12-09,Unknown,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,
2025-01-19,Iqor Bacolod,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Lead-Ad Facebook
2025-01-02,Iqor Davao,B1,6.20,6.80,7.60,0.00,6.30,6.70,1,0,0,Lead-Ad Facebook
2025-01-02,Iqor Davao,B1,6.30,6.20,6.00,0.00,5.30,6.00,1,0,0,Others
2024-12-11,Iqor Fairview,B2+,7.60,8.60,8.80,0.00,8.60,8.40,1,0,0,Lead-Ad Facebook
2025-01-01,Iqor Bacolod,B2+,6.90,9.10,8.10,0.00,9.30,8.40,1,0,0,Messenger
2025-01-13,Iqor Fairview,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Engagehr Employee Referral
2025-01-01,Iqor Bacolod,A0,0.00,0.00,0.00,0.00,0.00,0.00,1,0,0,
2025-01-01,Unknown,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,
2025-01-01,Iqor Fairview,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Landing Page
2025-01-01,Iqor Fairview,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Engagehr Employee Referral
2025-01-10,Iqor Fairview,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Engagehr Employee Referral
2025-01-11,Iqor Fairview,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Messenger
2025-01-11,Unknown,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,
2025-01-10,Iqor Fairview,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Messenger
2025-01-10,Iqor Fairview,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Messenger
2025-01-11,Iqor Fairview,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Iqor Ph Bot
2025-01-11,Iqor Fairview,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Messenger
2025-01-11,Iqor Fairview,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Iqor Ph Bot
2025-01-11,Iqor Fairview,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Engagehr Employee Referral
2025-01-11,Iqor Fairview,B2,6.30,7.40,8.70,0.00,8.30,7.70,1,0,0,Messenger
2025-01-10,Iqor Fairview,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Messenger
2025-01-11,Iqor Fairview,B1,5.60,7.20,5.70,0.00,7.20,6.40,1,0,0,Iqor Ph Bot
2025-01-11,Iqor Fairview,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Engagehr Employee Referral
2025-01-11,Iqor Fairview,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Engagehr Employee Referral
2025-01-11,Iqor Fairview,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Iqor Ph Bot
2025-01-11,Iqor Fairview,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Iqor Ph Bot
2024-12-03,Iqor Fairview,B1+,6.50,7.20,7.80,0.00,6.90,7.10,1,0,0,Engagehr Employee Referral
2025-01-10,Iqor Bacolod,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Lead-Ad Facebook
2025-01-11,Iqor Davao,B2,6.90,7.60,8.50,0.00,7.80,7.70,1,0,0,Messenger
2025-01-11,Iqor Bacolod,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Lead-Ad Facebook
2025-01-10,Iqor Davao,B2,7.90,8.40,8.00,0.00,8.40,8.20,1,0,0,Engagehr Employee Referral
2025-01-10,Iqor Fairview,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Engagehr Employee Referral
2025-01-11,Iqor Bacolod,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Lead-Ad Facebook
2025-02-15,Iqor Fairview,B1+,7.20,7.50,7.10,0.00,7.40,7.30,1,0,0,Messenger
2025-02-15,Iqor Bacolod,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Lead-Ad Facebook
2025-02-19,Unknown,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,
2025-02-20,Unknown,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,
2025-02-20,Unknown,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,
2025-02-19,Unknown,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,
2025-02-20,Iqor Fairview,B2,7.00,8.00,7.70,0.00,8.30,7.80,1,0,0,Walkin
2025-02-20,Iqor Fairview,B1,6.60,6.10,6.90,0.00,6.80,6.60,1,0,0,Landing Page
2025-02-19,Unknown,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,
2025-02-20,Iqor Davao,B1,6.20,6.70,6.90,0.00,7.30,6.80,1,0,0,Walkin
2025-02-20,Iqor Fairview,C1,7.60,9.60,8.50,0.00,9.50,8.80,1,0,0,Walkin
2025-02-20,Iqor Bacolod,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Messenger
2025-02-19,Iqor Bacolod,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Lead-Ad Facebook
2025-02-20,Iqor Bacolod,B1,6.30,6.90,6.40,0.00,7.00,6.70,1,0,0,Others
2025-02-20,Iqor Bacolod,B2,7.30,7.90,8.10,0.00,8.20,7.90,1,0,0,
2025-02-20,Iqor Davao,B1+,6.90,7.10,7.40,0.00,7.90,7.30,1,0,0,Walkin
2025-02-20,Iqor Davao,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Lead-Ad Facebook
2025-02-20,Unknown,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,
2025-02-20,Iqor Davao,B1+,7.40,7.40,7.30,0.00,7.00,7.30,1,0,0,Indeed
2025-02-20,Unknown,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,
2025-02-20,Iqor Davao,B1+,6.20,7.30,7.20,0.00,7.40,7.00,1,0,0,Lead-Ad Facebook
2025-02-20,Iqor Bacolod,B1+,6.70,7.00,8.20,0.00,6.90,7.20,1,0,0,Lead-Ad Facebook
2025-02-20,Unknown,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,
2025-02-20,Unknown,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,
2025-02-19,Unknown,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,
2025-02-19,Iqor Fairview,B1,6.70,7.10,6.40,0.00,7.10,6.80,1,0,0,Iqor Ph Bot
2025-02-20,Unknown,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,
2025-02-20,Iqor Davao,B1+,6.40,7.60,7.00,0.00,8.10,7.30,1,0,0,Walkin
2025-02-20,Unknown,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,
2025-02-20,Unknown,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,
2025-02-20,Unknown,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,
2025-02-20,Unknown,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,
2025-02-20,Iqor Davao,B1+,6.40,7.10,6.30,0.00,7.60,6.90,1,0,0,Walkin
2025-02-20,Iqor Fairview,B1,6.30,6.20,7.30,0.00,6.80,6.70,1,0,0,Engagehr Employee Referral
2025-02-20,Iqor Davao,B1+,5.60,7.70,7.10,0.00,8.10,7.10,1,0,0,Messenger
2025-02-20,Iqor Fairview,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Engagehr Employee Referral
2025-02-19,Unknown,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,
2025-02-19,Unknown,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,
2025-02-20,Unknown,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,
2025-02-20,Iqor Fairview,B1+,6.90,6.60,8.20,0.00,6.30,7.00,1,0,0,Landing Page
2025-02-19,Unknown,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,
2025-02-20,Unknown,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,
2025-02-20,Iqor Davao,B1+,6.70,6.60,7.00,0.00,7.20,6.90,1,0,0,Lead-Ad Facebook
2025-02-19,Unknown,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,
2025-02-20,Iqor Bacolod,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Others
2025-02-20,Unknown,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,
2025-02-19,Iqor Davao,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Messenger
2025-02-20,Unknown,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,
2025-02-20,Unknown,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,
2025-02-19,Unknown,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,
2025-02-20,Iqor Bacolod,B1,6.00,6.80,5.70,0.00,7.00,6.40,1,0,0,Engagehr Employee Referral
2025-02-20,Unknown,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,
2025-02-20,Iqor Fairview,B1+,6.70,7.40,7.30,0.00,7.20,7.20,1,0,0,Landing Page
2025-02-11,Iqor Fairview,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Engagehr Employee Referral
2025-01-01,Iqor Fairview,B2,7.00,7.30,8.50,0.00,8.20,7.80,1,0,1,Iqor Ph Bot
2025-02-20,Iqor Fairview,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Iqor Ph Bot
2025-02-20,Unknown,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,
2025-03-08,Unknown,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,
2025-03-08,Unknown,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,
2025-03-09,Unknown,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,
2025-03-09,Unknown,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,
2025-03-09,Unknown,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,
2025-03-09,Iqor Davao,B2+,9.40,8.20,8.50,0.00,7.90,8.50,1,0,0,Messenger
2025-03-09,Iqor Fairview,B1,6.10,6.30,7.40,0.00,7.10,6.70,1,0,0,Messenger
2025-03-09,Unknown,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,
2025-03-09,Unknown,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,
2025-03-08,Iqor Davao,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Lead-Ad Facebook
2025-03-09,Unknown,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,
2025-03-09,Iqor Fairview,B1+,6.60,7.20,7.80,0.00,6.80,7.10,1,0,0,Messenger
2025-03-09,Unknown,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,
2025-03-09,Unknown,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,
2025-03-09,Unknown,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,
2025-03-09,Iqor Bacolod,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Lead-Ad Facebook
2025-03-09,Unknown,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,
2025-03-08,Iqor Davao,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Lead-Ad Facebook
2025-03-09,Unknown,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,
2025-03-09,Unknown,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,
2025-03-08,Unknown,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,
2025-03-09,Unknown,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,
2025-03-09,Unknown,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,
2025-03-09,Iqor Bacolod,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Messenger
2025-03-09,Unknown,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,
2025-03-09,Iqor Bacolod,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Messenger
2025-03-09,Unknown,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,
2025-03-09,Iqor Fairview,B1+,6.60,6.50,7.60,0.00,7.30,7.00,1,0,0,Landing Page
2025-03-09,Unknown,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,
2025-03-09,Unknown,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,
2025-03-09,Iqor Bacolod,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Lead-Ad Facebook
2025-03-09,Unknown,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,
2025-03-09,Unknown,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,
2025-03-09,Iqor Bacolod,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Lead-Ad Instagram
2025-03-09,Unknown,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,
2025-03-09,Unknown,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,
2025-02-12,Iqor Fairview,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Walkin
2025-02-12,Iqor Fairview,B1+,6.00,7.60,6.80,0.00,7.80,7.10,1,0,0,Landing Page
2025-02-12,Iqor Fairview,B1,6.90,6.70,6.90,0.00,5.80,6.60,1,0,0,Messenger
2025-02-12,Unknown,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,
2025-02-12,Iqor Fairview,B1,6.00,6.20,6.70,0.00,7.10,6.50,1,0,0,Walkin
2025-02-12,Unknown,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,
2025-02-12,Iqor Fairview,B1+,5.70,7.10,7.60,0.00,7.80,7.10,1,0,0,Walkin
2025-02-12,Iqor Davao,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Lead-Ad Facebook
2025-02-12,Iqor Fairview,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,
2025-02-12,Iqor Fairview,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Messenger
2025-02-12,Iqor Fairview,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Landing Page
2025-02-12,Iqor Fairview,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Messenger
2025-02-11,Iqor Fairview,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Landing Page
2025-02-12,Iqor Fairview,B1+,7.20,7.10,7.30,0.00,7.50,7.30,1,0,0,Engagehr Employee Referral
2025-02-12,Unknown,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,
2025-02-12,Iqor Fairview,B2,7.50,8.00,7.60,0.00,8.20,7.80,1,0,0,Walkin
2025-02-12,Iqor Bacolod,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Messenger
2025-02-12,Unknown,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,
2024-12-05,Iqor Fairview,B1+,6.70,6.00,8.90,0.00,7.20,7.20,1,0,0,Lead-Ad Facebook
2025-01-14,Iqor Bacolod,B2+,7.30,8.70,8.80,0.00,8.90,8.40,1,0,0,Lead-Ad Facebook
2025-03-09,Iqor Davao,B2,7.50,8.30,8.00,0.00,8.20,8.00,1,0,1,Messenger
2025-03-09,Iqor Davao,B2,8.00,8.10,8.00,0.00,8.20,8.10,1,0,0,Lead-Ad Facebook
2025-03-09,Unknown,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,
2025-03-09,Unknown,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,
2025-03-09,Iqor Fairview,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Iqor Ph Bot
2025-03-09,Iqor Davao,B2,8.10,7.60,8.40,0.00,7.90,8.00,1,0,0,Messenger
2025-03-09,Unknown,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,
2025-03-09,Unknown,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,
2025-03-09,Unknown,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,
2025-03-09,Iqor Fairview,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Engagehr Employee Referral
2025-03-09,Iqor Bacolod,B1+,6.70,6.90,6.60,0.00,7.90,7.00,1,0,0,Lead-Ad Facebook
2025-03-09,Iqor Bacolod,B1+,6.70,7.40,7.50,0.00,7.40,7.30,1,0,0,Engagehr Employee Referral
2025-03-09,Unknown,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,
2025-03-09,Iqor Davao,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Lead-Ad Facebook
2025-03-09,Unknown,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,
2025-03-03,Iqor Davao,B2,7.50,8.30,8.00,0.00,8.30,8.00,1,0,0,Walkin
2025-02-20,Iqor Bacolod,B1+,6.50,7.00,7.40,0.00,7.00,7.00,1,0,0,Walkin
2025-03-09,Iqor Fairview,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Engagehr Employee Referral
2025-03-09,Iqor Bacolod,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Lead-Ad Facebook
2025-03-09,Unknown,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,
2025-03-08,Iqor Davao,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Lead-Ad Facebook
2025-03-08,Iqor Fairview,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Engagehr Employee Referral
2025-03-08,Iqor Bacolod,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Engagehr Employee Referral
2025-03-09,Iqor Bacolod,B1,6.70,5.90,7.50,0.00,5.30,6.40,1,0,0,Lead-Ad Facebook
2025-03-08,Iqor Fairview,B2,7.60,7.60,6.90,0.00,8.20,7.60,1,0,0,Landing Page
2025-03-09,Iqor Davao,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Messenger
2025-03-09,Iqor Davao,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Engagehr Employee Referral
2025-03-09,Iqor Fairview,B2,7.10,7.50,7.80,0.00,7.40,7.50,1,0,1,Engagehr Employee Referral
2025-03-09,Iqor Fairview,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Engagehr Employee Referral
2025-03-08,Iqor Davao,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Lead-Ad Facebook
2025-03-09,Iqor Davao,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Others
2025-03-09,Iqor Davao,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Others
2025-03-09,Iqor Fairview,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Engagehr Employee Referral
2025-03-09,Iqor Bacolod,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Lead-Ad Instagram
2025-03-09,Iqor Davao,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Messenger
2025-03-09,Iqor Bacolod,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Lead-Ad Facebook
2025-03-08,Iqor Davao,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Engagehr Employee Referral
2025-03-09,Iqor Fairview,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Engagehr Employee Referral
2025-03-09,Iqor Fairview,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Engagehr Employee Referral
2025-03-09,Iqor Bacolod,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Lead-Ad Facebook
2025-03-09,Iqor Davao,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Lead-Ad Facebook
2025-03-09,Iqor Davao,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,
2025-03-09,Iqor Fairview,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Landing Page
2025-03-09,Iqor Fairview,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Engagehr Employee Referral
2025-03-09,Iqor Davao,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Lead-Ad Facebook
2025-02-20,Iqor Bacolod,B2,6.20,8.00,8.00,0.00,8.60,7.70,1,0,0,Walkin
2025-02-20,Iqor Bacolod,B2,7.00,7.60,7.50,0.00,7.70,7.50,1,0,0,Walkin
2025-03-08,Unknown,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,
2025-03-09,Iqor Davao,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Lead-Ad Facebook
2025-03-09,Iqor Davao,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Lead-Ad Facebook
2025-03-09,Iqor Bacolod,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Lead-Ad Facebook
2025-03-09,Iqor Davao,B2,6.80,8.50,7.30,0.00,8.70,7.80,1,0,0,Messenger
2025-03-09,Iqor Bacolod,A0,0.00,0.00,0.00,0.00,0.00,0.00,1,0,0,Lead-Ad Facebook
2025-03-08,Iqor Davao,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Engagehr Employee Referral
2025-03-08,Iqor Davao,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Lead-Ad Facebook
2025-03-09,Iqor Davao,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Lead-Ad Facebook
2025-03-09,Iqor Davao,,0.00,0.00,0.00,0.00,0.00,0.00,0,1,0,Lead-Ad Facebook
